"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","geneSymbol"
"ENSG00000230194",0.316110501268405,1.70960364517012,4.0382306007046,0.423354635783264,0.672036537429327,NA,"RPL34P35"
"ENSG00000230196",0,NA,NA,NA,NA,NA,"DDX43P3"
"ENSG00000230198",0,NA,NA,NA,NA,NA,"RPL37P4"
"ENSG00000230199",0,NA,NA,NA,NA,NA,""
"ENSG00000230201",0.643985009285287,2.73438837023996,3.97188232429289,0.688436400423006,0.491178007978284,NA,"ATP6V0CP1"
"ENSG00000230202",0.500003082714015,0.755261778139756,4.0370778169693,0.187081302957579,0.851596887423241,NA,"RPL29P4"
"ENSG00000230203",0.154739146026331,0.818088433364298,4.0804728567969,0.200488635036892,0.841098445487397,NA,"RPS3AP55"
"ENSG00000230204",0.176119383154083,-1.10546491827819,4.0804728567969,-0.270915885750055,0.78645572671682,NA,"FTH1P5"
"ENSG00000230208",0,NA,NA,NA,NA,NA,"IFNNP1"
"ENSG00000230209",0,NA,NA,NA,NA,NA,"HNRNPA1P2"
"ENSG00000230213",0,NA,NA,NA,NA,NA,"OR8V1P"
"ENSG00000230214",0.33806677246766,-1.9567313997657,4.04183183569038,-0.48411994345912,0.628300748265763,NA,"FTLP18"
"ENSG00000230216",1.86355549338536,-4.40685865284263,2.76588479675209,-1.59329074660575,0.11109498157767,0.221686213907791,"HSPB1P2"
"ENSG00000230219",0,NA,NA,NA,NA,NA,"CIBAR1P2"
"ENSG00000230221",0.960297625367601,3.31171432577323,3.95052385389598,0.838297514013805,0.401863631757832,NA,""
"ENSG00000230224",0.629805586939428,2.70442851195547,3.97325100968435,0.680658862317968,0.496087372103637,NA,"PHB1P9"
"ENSG00000230225",2.70258703290919,2.11196231643436,1.86837776705656,1.13037221576531,0.25831941649523,0.423039305936844,"MTND5P14"
"ENSG00000230227",0,NA,NA,NA,NA,NA,"SIAH1P1"
"ENSG00000230228",0,NA,NA,NA,NA,NA,"H3P1"
"ENSG00000230230",0,NA,NA,NA,NA,NA,"TRIM26"
"ENSG00000230231",0,NA,NA,NA,NA,NA,"FMO7P"
"ENSG00000230237",0,NA,NA,NA,NA,NA,"GNA13P1"
"ENSG00000230239",0,NA,NA,NA,NA,NA,"PDE4DIPP9"
