"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PRSS43P",0,NA,NA,NA,NA,NA
"ACTBP4",26.2593008685605,0.193201281416583,0.54940181097118,0.351657525618746,0.725095117998149,0.837014561498685
".5512",0,NA,NA,NA,NA,NA
".5513",0,NA,NA,NA,NA,NA
".5514",0,NA,NA,NA,NA,NA
".5515",0,NA,NA,NA,NA,NA
".5516",122.415695199643,-0.379550977581652,0.269219328199015,-1.40982068457238,0.158592637323556,0.288656338127743
".5517",0,NA,NA,NA,NA,NA
"SMIM40",0,NA,NA,NA,NA,NA
".5518",0.160932332548156,0.817476493946864,4.0804728567969,0.200338667266266,0.841215723376499,NA
".5519",0,NA,NA,NA,NA,NA
".5520",13.0509692506292,-0.0808565036622951,0.766358962460998,-0.105507350501444,0.915973237688813,0.953052912071213
"CDRT15P4",0,NA,NA,NA,NA,NA
"H3C3",7138.95667328924,-0.280774550534313,0.0970982597725781,-2.89165378650388,0.00383219988196456,0.0123127811564035
".5521",0,NA,NA,NA,NA,NA
".5522",0,NA,NA,NA,NA,NA
"CNTNAP3P7",0,NA,NA,NA,NA,NA
".5523",0,NA,NA,NA,NA,NA
".5524",0,NA,NA,NA,NA,NA
"CIMIP3",0,NA,NA,NA,NA,NA
".5525",0,NA,NA,NA,NA,NA
".5526",0,NA,NA,NA,NA,NA
".5527",0,NA,NA,NA,NA,NA
"HERC3.1",74.474686532825,-0.963897091947383,0.55496543099159,-1.73685969993686,0.08241193829869,0.172099550332637
".5528",0,NA,NA,NA,NA,NA
".5529",0,NA,NA,NA,NA,NA
".5530",23.5367294643837,-0.40013447092078,0.583563820170651,-0.685673883627277,0.492918779193407,0.656639698652628
"FAM106B",16.4650428772406,1.54745298639274,0.783519194360322,1.97500328968469,0.0482677746879789,0.110904188801311
".5531",0,NA,NA,NA,NA,NA
".5532",0,NA,NA,NA,NA,NA
".5533",6.11206551383214,-1.72167663699365,1.22804668435774,-1.40196350751443,0.160926144251749,0.292237754207945
".5534",0,NA,NA,NA,NA,NA
".5535",0,NA,NA,NA,NA,NA
".5536",0.176155594469255,-1.10607685769562,4.0804728567969,-0.271065853520681,0.78634038363246,NA
".5537",31.3638023816753,-0.0782119054791651,0.509459299597358,-0.153519438237713,0.877988662507641,0.933699072909638
".5538",0,NA,NA,NA,NA,NA
".5539",0,NA,NA,NA,NA,NA
".5540",0.666213944885963,-0.174923265458119,3.13287107898603,-0.0558348112794776,0.955473402797735,NA
